customer_id,age,gender,city_tier,membership_type,total_spend,num_transactions,avg_transaction_value,days_since_last_purchase,num_visits,product_categories_purchased,discount_used,high_value_customer
CUST003631,46,Female,Tier 1,Gold,2335.35,7,333.62,23,16,6,136.71,0
CUST004120,41,Male,Tier 1,Platinum,11439.16,25,457.57,10,36,13,1434.24,1
CUST000297,32,Female,Tier 3,Silver,167.3,5,33.46,42,,5,4.86,0
CUST002101,45,Male,Tier 1,Gold,3237.38,9,359.71,16,20,8,342.9,0
CUST001785,42,Male,Tier 2,Platinum,1761.57,24,73.4,26,32,6,264.02,0
CUST002395,41,,Tier 1,Platinum,1187.81,15,79.19,28,,5,127.56,0
CUST000394,37,Female,Tier 1,Silver,1281.32,9,142.37,47,12,3,41.6,0
CUST001570,25,Other,Tier 2,Gold,2029.17,8,253.65,27,13,2,228.87,0
CUST000682,22,Male,Tier 3,Silver,1727.97,6,288,50,10,4,56.45,0
CUST002723,33,Male,Tier 1,Silver,393.41,15,26.23,23,16,5,30.2,0
CUST002358,43,Male,Tier 1,Gold,4263.98,12,355.33,23,18,7,217.68,1
CUST003925,49,Female,Tier 2,Platinum,10603.01,22,481.96,18,26,10,959.06,1
CUST002330,,Female,Tier 3,Gold,2688.69,21,128.03,22,31,9,240.83,0
CUST003348,54,Female,Tier 1,Platinum,714.01,18,39.67,39,25,9,82.79,0
CUST002896,60,Male,Tier 2,Silver,2492.04,10,249.2,24,17,7,53.92,0
CUST000080,,Male,Tier 2,Silver,609.36,9,67.71,41,16,6,24.74,0
CUST000743,24,Female,Tier 1,Gold,303.28,13,23.33,43,,5,32.63,0
CUST002654,50,Female,Tier 1,Silver,4243.86,11,385.81,28,21,10,195.14,1
CUST000200,,Male,Tier 3,Silver,2104.34,6,350.72,54,12,5,165.93,0
CUST004544,46,Female,Tier 1,Gold,1775.84,25,71.03,17,48,10,176.32,0
CUST000782,21,Male,Tier 3,Silver,2660.8,14,190.06,,20,1,114.84,0
CUST000430,19,Female,Tier 2,Silver,1354.65,8,169.33,26,20,4,71.32,0
CUST003559,41,Female,Tier 1,Silver,2800.64,17,164.74,30,26,9,201.96,0
CUST004852,75,Female,Tier 3,Silver,2581.68,35,73.76,13,44,10,148.82,0
CUST000180,40,Male,Tier 2,Silver,563.47,9,62.61,45,15,6,16.03,0
CUST000066,34,Female,Tier 2,Gold,818.78,9,90.98,49,18,2,88.96,0
CUST004282,36,,Tier 2,Platinum,10601.81,23,460.95,15,32,8,1292.2,1
CUST004859,,Male,Tier 3,Platinum,3577.14,24,149.05,7,31,7,502.71,1
CUST000765,33,Male,Tier 2,Gold,317.34,7,45.33,38,13,3,32.2,0
CUST002590,41,Female,Tier 1,Gold,3034.33,13,233.41,27,,6,217.2,0
CUST000152,29,Male,Tier 2,Silver,1769.58,13,136.12,42,14,4,85.86,0
CUST004323,64,Male,Tier 1,Gold,7822.68,31,252.34,17,46,11,740.98,1
CUST000882,25,Female,Tier 2,Gold,105.21,6,17.54,38,,8,10.23,0
CUST001169,30,Female,Tier 2,Silver,1890.76,9,210.08,40,11,4,66.65,0
CUST004507,,,Tier 1,Gold,12052.76,24,502.2,15,36,11,1380.09,1
CUST003041,46,Female,Tier 3,Gold,1328.08,14,94.86,31,22,9,151.53,0
CUST002171,49,Male,Tier 2,Gold,2015.08,13,155.01,24,18,5,235.78,0
CUST003738,40,Male,Tier 1,Gold,4497.15,15,299.81,24,24,4,235.15,1
CUST001913,47,Female,Tier 2,Silver,1279.91,13,98.45,26,20,4,34.1,0
CUST000030,26,Female,Tier 3,Silver,318.88,9,35.43,28,,7,16.57,0
CUST000585,28,Female,Tier 3,Silver,1016.15,9,112.91,54,14,4,56.12,0
CUST000473,20,Male,Tier 1,Gold,1039.69,6,173.28,,10,4,63.65,0
CUST000492,35,Male,Tier 3,Silver,1037.99,10,103.8,40,16,4,61.83,0
CUST002975,49,Male,Tier 1,Platinum,1914.67,10,191.47,23,17,6,176.44,0
CUST002122,48,,Tier 1,Gold,3184.94,20,159.25,31,25,5,366.99,1
CUST002878,36,Male,Tier 3,Silver,4995.94,14,356.85,21,17,4,234.35,0
CUST000554,29,Female,Tier 2,Silver,688.42,8,86.05,49,10,5,50.88,0
CUST000799,28,Female,Tier 1,Platinum,323.58,8,40.45,39,15,4,31.34,0
CUST001171,31,Male,Tier 2,Silver,277.65,3,92.55,36,8,3,21.82,0
CUST000725,28,Female,Tier 3,Silver,913.94,8,114.24,42,13,3,69.17,0
CUST002488,41,Male,Tier 1,Platinum,4968.66,11,451.7,21,25,7,741.96,1
CUST001213,24,Female,Tier 2,Gold,1112.73,6,185.46,51,8,3,131.29,0
CUST001434,25,,Tier 2,Gold,269.64,9,29.96,42,12,4,19.38,0
CUST003198,30,Female,Tier 1,Platinum,1709.56,19,89.98,28,,7,220.59,0
CUST001182,34,Male,Tier 3,Silver,610.91,6,101.82,46,,3,44.78,0
CUST000024,20,Female,Tier 2,Gold,578.25,12,48.19,,19,3,62.94,0
CUST002260,43,Female,Tier 1,Platinum,1823.68,19,95.98,24,33,10,171.09,0
CUST003989,71,Male,Tier 1,Gold,9488.6,29,327.19,21,40,10,655.42,1
CUST000169,26,Male,Tier 2,Silver,302.72,8,37.84,46,12,4,24.06,0
CUST003606,35,Male,Tier 1,Gold,2281.8,11,207.44,33,14,8,200.23,0
CUST001593,30,Female,Tier 2,Silver,940.98,4,235.24,47,8,8,69.54,0
CUST002987,41,Female,Tier 2,Gold,2699.36,15,179.96,27,22,7,143.24,0
CUST004565,59,Female,Tier 1,Platinum,5753.31,25,230.13,13,38,13,857.74,1
CUST004222,60,Female,Tier 3,Platinum,5362.57,17,315.45,14,24,9,749.55,1
CUST000228,22,Female,Tier 2,Silver,2076.7,5,415.34,42,11,5,62.61,0
CUST001421,30,Male,Tier 2,Gold,1176.93,6,196.16,48,,3,128.66,0
CUST004196,47,Female,Tier 2,Platinum,12141.57,22,551.89,11,32,11,1232.12,1
CUST002747,43,Male,Tier 3,Silver,5742.55,9,638.06,20,13,8,339.44,1
CUST001533,29,Male,Tier 2,Silver,1064.23,12,88.69,49,,2,59.67,0
CUST003917,51,Male,Tier 1,Platinum,7152.41,30,238.41,7,43,10,638.37,1
CUST004326,62,Male,Tier 1,Platinum,8672.98,24,361.37,18,39,9,755.2,1
CUST000843,22,Male,Tier 2,Gold,228.96,6,38.16,41,9,1,24.39,0
CUST001306,23,Male,Tier 2,Silver,1144.54,4,286.14,,10,3,63,0
CUST000241,24,Female,Tier 2,Gold,427.65,3,142.55,59,10,6,35.85,0
CUST000085,23,Other,Tier 3,Silver,1216.72,9,135.19,44,11,4,84.02,0
CUST003165,32,Female,Tier 2,Silver,2949.82,16,184.36,23,24,5,144.91,0
CUST000808,25,Male,Tier 1,Silver,515.69,10,51.57,52,19,5,38.89,0
CUST004775,35,Female,Tier 1,Platinum,3724.12,25,148.96,8,,10,395.89,1
CUST002751,56,Male,Tier 2,Silver,2009.46,9,223.27,21,20,9,110.14,0
CUST001361,27,Male,Tier 1,Silver,977.39,13,75.18,62,16,4,67.35,0
CUST000706,31,,Tier 2,Silver,259.43,10,25.94,52,15,2,12.48,0
CUST003913,62,Other,Tier 2,Platinum,9718.18,22,441.74,17,32,11,808.65,1
CUST000928,29,Male,Tier 1,Silver,933.14,6,155.52,41,10,5,65.19,0
CUST000747,28,Male,Tier 1,Silver,1667.43,8,208.43,45,,7,72.05,0
CUST002460,45,Male,Tier 3,Gold,1980.41,10,198.04,33,20,6,186.13,0
CUST000158,30,Male,Tier 3,Silver,252.07,5,50.41,44,12,4,8.23,0
CUST001331,,Female,Tier 3,Silver,1723.81,4,430.95,50,10,3,127.32,0
CUST003258,36,Male,Tier 2,Silver,1010.97,25,40.44,23,31,8,52,0
CUST001271,33,Male,Tier 2,Silver,1345.89,8,168.24,40,12,6,48.14,0
CUST004399,62,Male,Tier 1,Gold,4222.02,35,120.63,11,,6,447.42,1
CUST002993,42,Male,Tier 1,Silver,1740.29,19,91.59,21,27,5,88.55,0
CUST001039,29,Male,Tier 3,Silver,1038.68,5,207.74,46,11,5,69.29,0
CUST004980,35,Female,Tier 1,Platinum,6551.74,34,192.7,18,,9,759.3,1
CUST003448,35,Female,Tier 2,Silver,4046.78,12,337.23,23,20,6,133.65,1
CUST000764,27,Female,Tier 2,Silver,757.55,10,75.76,46,16,3,50.54,0
CUST001445,29,Male,Tier 2,Silver,958.92,9,106.55,36,14,6,69.55,0
CUST003806,57,Male,Tier 3,Gold,12458.57,27,461.43,14,39,5,1002.06,1
CUST001594,32,,Tier 3,Gold,413.86,6,68.98,37,14,2,38.61,0
CUST001042,25,Male,Tier 3,Silver,1732.27,4,433.07,40,8,5,75.44,0
CUST001104,27,Male,Tier 1,Gold,385.48,6,64.25,43,12,2,26.72,0
CUST002120,40,Male,Tier 3,Silver,2087.83,21,99.42,28,31,9,148.48,0
CUST004232,65,,Tier 1,Gold,2922.69,23,127.07,19,32,9,325.24,0
CUST001627,25,,Tier 3,Silver,1603.98,14,114.57,39,21,4,35.14,0
CUST003544,33,Female,Tier 1,Silver,746.55,16,46.66,26,25,6,49.88,0
CUST003919,61,,Tier 2,Gold,7865.87,26,302.53,13,37,9,752.49,1
CUST002860,43,Male,Tier 1,Platinum,3680.27,22,167.28,34,28,4,300.68,1
CUST003959,63,Female,Tier 1,Gold,9220.87,21,439.09,19,34,15,645.6,1
CUST004155,61,Male,Tier 1,Platinum,11856.61,19,624.03,5,29,12,1693.8,1
CUST002521,43,Male,Tier 1,Silver,3254.92,13,250.38,33,21,6,185.68,1
CUST004951,54,Female,Tier 3,Platinum,6447.29,25,257.89,18,40,6,598.69,1
CUST004622,69,Female,Tier 1,Platinum,5904.05,36,164,15,48,9,632.19,1
CUST003684,51,Male,Tier 2,Silver,3118.93,16,194.93,,25,6,100.01,1
CUST003910,44,Female,Tier 1,Gold,7080.01,26,272.31,10,39,7,560.93,1
CUST001145,27,Male,Tier 3,Silver,805.41,11,73.22,45,19,3,16.48,0
CUST004065,42,Male,Tier 2,Platinum,3661.86,28,130.78,15,38,8,498.36,1
CUST004968,63,Male,Tier 1,Platinum,7423.11,18,412.4,16,31,7,822.82,1
CUST001621,28,,Tier 3,Silver,1265.39,11,115.04,46,15,2,52.17,0
CUST004589,47,Female,Tier 1,Platinum,7883.6,31,254.31,17,46,14,942.76,1
CUST001193,24,Female,Tier 2,Gold,1505.67,8,188.21,49,12,3,178.63,0
CUST001102,18,Male,Tier 2,Silver,759.09,8,94.89,49,,5,31.66,0
CUST001979,35,Male,Tier 2,Platinum,1219.89,13,93.84,24,19,8,164.33,0
CUST004213,59,Male,Tier 1,Platinum,8645.03,25,345.8,12,39,10,876.13,1
CUST000423,,Other,Tier 3,Silver,1351.09,5,270.22,52,11,4,54.87,0
CUST000590,23,Male,Tier 3,Gold,987.45,6,164.58,40,7,4,61.23,0
CUST002498,39,Female,Tier 3,Platinum,4560.99,21,217.19,17,32,4,478.2,1
CUST002105,,Male,Tier 1,Gold,2963.8,17,174.34,24,26,8,273.04,0
CUST000658,27,Male,Tier 1,Silver,1117.36,11,101.58,53,16,6,88.96,0
CUST002698,31,Female,Tier 1,Gold,4609.35,12,384.11,32,20,7,525.58,1
CUST004051,44,Male,Tier 1,Platinum,2809.04,33,85.12,12,43,11,286.21,0
CUST004257,43,Male,Tier 2,Gold,2491.66,20,124.58,10,32,12,243.29,0
CUST004744,56,Female,Tier 1,Gold,14709.95,26,565.77,12,32,13,1539.62,1
CUST000427,23,Male,Tier 2,Silver,72.42,2,36.21,56,7,4,2.8,0
CUST004281,72,Female,Tier 1,Gold,4384.46,26,168.63,16,40,11,240.86,1
CUST004818,,Male,Tier 1,Platinum,6102.27,16,381.39,14,27,13,850.54,1
CUST002908,32,Female,Tier 1,Gold,4571.76,13,351.67,25,19,5,497.48,1
CUST003185,35,Male,Tier 2,Platinum,2625.84,23,114.17,26,29,4,260.28,0
CUST001770,46,Female,Tier 2,Gold,713.61,12,59.47,25,22,5,60.01,0
CUST002657,33,Male,Tier 1,Platinum,3197.52,13,245.96,32,22,9,268.27,1
CUST003410,58,Female,Tier 1,Gold,3523.06,16,220.19,26,30,8,336.74,1
CUST004984,50,Female,Tier 1,Gold,5420.37,23,235.67,12,33,12,534.14,1
CUST002754,40,Female,Tier 2,Gold,2736.27,11,248.75,25,21,4,218.95,0
CUST001944,39,Male,Tier 3,Gold,6696.88,26,257.57,24,34,6,722.83,1
CUST001834,44,Male,Tier 2,Silver,1350.41,14,96.46,29,18,6,33.47,0
CUST000009,25,,Tier 2,Silver,586.99,5,117.4,48,9,3,19.73,0
CUST002928,43,Female,Tier 3,Silver,3014.63,20,150.73,15,25,4,106.89,0
CUST004141,58,Male,Tier 2,Platinum,10144.22,27,375.71,20,43,12,1162.35,1
CUST003361,32,,Tier 1,Gold,1623,18,90.17,24,22,7,119.35,0
CUST000752,21,Female,Tier 2,Silver,1493.87,7,213.41,48,,3,75.64,0
CUST003131,41,Female,Tier 1,Platinum,428.71,19,22.56,27,29,3,42.8,0
CUST000145,29,Female,Tier 2,Silver,231.57,7,33.08,42,14,3,6.25,0
CUST000671,34,Female,Tier 2,Silver,1821.18,5,364.24,41,10,4,45.56,0
CUST002292,49,Female,Tier 1,Silver,1987.51,14,141.96,21,20,9,49.47,0
CUST003067,56,Female,Tier 1,Gold,1171.1,16,73.19,26,,4,78.85,0
CUST004296,36,Female,Tier 1,Platinum,5967.14,29,205.76,20,46,11,563.51,1
CUST004181,54,Female,Tier 1,Gold,11344.27,28,405.15,15,44,7,1090.52,1
CUST000152,29,Male,Tier 2,Silver,1769.58,13,136.12,42,14,4,85.86,0
CUST003785,56,Male,Tier 1,Platinum,13284.25,23,577.58,13,33,5,1337.86,1
CUST003895,48,Female,Tier 1,Platinum,3076.03,23,133.74,14,35,8,282.07,1
CUST002457,37,Male,Tier 2,Gold,3639.75,9,404.42,24,18,8,381.33,0
CUST001789,44,Male,Tier 1,Gold,3404.97,18,189.16,29,26,8,355.49,1
CUST002448,40,Female,Tier 1,Gold,3197.86,20,159.89,24,29,11,357.15,1
CUST004994,57,Male,Tier 3,Platinum,4132.73,21,196.8,,30,7,489.41,1
CUST004343,71,Male,Tier 3,Gold,17140.32,30,571.34,,44,7,1100.46,1
CUST003890,60,Female,Tier 1,Gold,8724.08,25,348.96,,35,8,1019.55,1
CUST000562,38,Male,Tier 3,Silver,990.26,6,165.04,39,12,5,78.99,0
CUST002433,41,Male,Tier 2,Gold,7814.73,14,558.19,21,20,8,769.07,1
CUST002882,30,Female,Tier 1,Gold,2409.97,22,109.54,33,31,3,123.96,0
CUST003467,38,Male,Tier 3,Gold,1336.57,13,102.81,22,18,5,116.03,0
CUST000417,35,Male,Tier 3,Silver,1342.26,4,335.56,41,10,5,46.83,0
CUST000625,,Female,Tier 3,Silver,695.82,8,86.98,41,12,5,30.15,0
CUST003735,48,Female,Tier 3,Gold,2642.92,13,203.3,43,20,6,224.67,0
CUST001438,36,Male,Tier 2,Silver,565.42,8,70.68,49,13,2,33.4,0
CUST002437,40,Female,Tier 2,Gold,5188.69,9,576.52,20,15,6,435.39,0
CUST003314,33,,Tier 2,Silver,5617.19,19,295.64,21,28,7,171.87,1
CUST002656,48,Male,Tier 2,Silver,6347.1,8,793.39,24,20,9,211.74,1
CUST004273,38,Female,Tier 2,Platinum,5935.42,25,237.42,18,40,7,765.77,1
CUST002043,37,Female,Tier 2,Gold,6015.09,18,334.17,22,23,6,507.44,1
CUST002846,33,Male,Tier 1,Silver,1192.36,21,56.78,18,29,11,78.04,0
CUST000101,20,Female,Tier 2,Silver,1117.69,4,279.42,32,7,4,23.28,0
CUST003097,50,Female,Tier 1,Gold,3131.11,13,240.85,26,23,7,364.83,1
CUST003670,44,Female,Tier 1,Gold,2696.01,11,245.09,18,19,9,283.29,0
CUST003846,60,Male,Tier 1,Platinum,12142.47,23,527.93,20,30,9,1754.45,1
CUST002226,52,Female,Tier 1,Gold,4956.35,18,275.35,16,27,7,259.57,1
CUST000556,25,Female,Tier 1,Silver,2234.54,10,223.45,55,15,2,56.6,0
CUST004825,51,Male,Tier 1,Silver,5411.71,25,216.47,13,38,8,164,1
CUST000677,22,Male,Tier 3,Silver,336.91,7,48.13,35,10,4,19.57,0
CUST003419,31,Male,Tier 1,Platinum,1700.57,22,77.3,19,32,4,162.84,0
CUST002408,48,Male,Tier 2,Platinum,5074.44,14,362.46,23,25,7,571.93,1
CUST004024,59,Female,Tier 1,Gold,5240.47,19,275.81,20,28,11,513.65,1
CUST004126,41,Female,Tier 2,Silver,6070.13,35,173.43,13,,9,353.13,1
CUST004089,63,Female,Tier 3,Platinum,4625.72,27,171.32,13,37,7,467.09,1
CUST003079,43,Male,Tier 2,Gold,3879,9,431,,16,6,266.77,0
CUST001500,30,Male,Tier 2,Silver,533.51,8,66.69,38,13,5,38.52,0
CUST000908,31,Female,Tier 3,Silver,940.64,9,104.52,35,11,3,26.33,0
CUST000469,25,Male,Tier 3,Gold,1434.18,8,179.27,,10,1,84.86,0
CUST002645,33,Female,Tier 1,Platinum,5287.31,19,278.28,19,27,9,777.77,1
CUST004915,39,Female,Tier 1,Platinum,3786.34,31,122.14,20,43,11,561.92,1
CUST002234,49,Male,Tier 3,Gold,2164.06,24,90.17,16,31,9,117.22,0
CUST000486,20,Female,Tier 2,Silver,985.16,7,140.74,45,12,4,47.09,0
CUST003341,47,Female,Tier 1,Gold,2990.62,12,249.22,22,15,8,271.4,0
CUST000487,,Female,Tier 2,Silver,1108.81,8,138.6,50,12,5,38.16,0
CUST003951,57,Male,Tier 2,Platinum,1432.04,24,59.67,22,35,9,163.47,0
CUST003839,42,Male,Tier 3,Gold,11279.77,25,451.19,13,35,9,817.71,1
CUST000298,29,Female,Tier 3,Silver,372.41,6,62.07,44,11,3,11.36,0
CUST001972,30,Male,Tier 3,Gold,5638.91,16,352.43,31,20,5,671.94,1
CUST000229,24,Male,Tier 3,Gold,2917.57,7,416.8,66,11,3,266.21,0
CUST004906,61,Female,Tier 2,Gold,4327.38,23,188.15,12,32,15,305.9,1
CUST003939,48,Female,Tier 1,Platinum,1796.49,25,71.86,14,36,11,186.79,0
CUST003286,54,Male,Tier 1,Gold,4148.58,17,244.03,25,28,5,325.86,1
CUST002087,37,Male,Tier 3,Gold,1257.36,7,179.62,23,15,9,95.79,0
CUST003960,53,Female,Tier 2,Gold,3273.06,31,105.58,16,46,11,372.34,1
CUST003327,41,Male,Tier 1,Silver,2092.91,13,160.99,29,19,6,42.41,0
CUST001655,,Female,Tier 3,Silver,1757.62,10,175.76,48,13,2,129.41,0
CUST004698,64,Female,Tier 1,Silver,11606.58,20,580.33,14,35,9,873.67,1
CUST001860,44,Male,Tier 3,Gold,2065.89,22,93.9,20,28,6,205.19,0
CUST000034,22,Female,Tier 3,Silver,1370.49,10,137.05,38,17,6,78.34,0
CUST002821,39,Female,Tier 3,Silver,3435.8,15,229.05,28,20,8,271.42,1
CUST003440,44,Male,Tier 2,Gold,4144.14,14,296.01,24,17,3,389.63,0
CUST002837,57,Male,Tier 2,Silver,3173.63,20,158.68,20,29,9,173.79,1
CUST000415,,Male,Tier 2,Gold,2893.11,7,413.3,43,13,2,286.8,0
CUST001685,22,Female,Tier 2,Silver,615.55,11,55.96,,15,7,43.52,0
CUST001520,37,,Tier 1,Platinum,679.46,8,84.93,36,13,6,101.36,0
CUST000466,26,Male,Tier 2,Silver,1000.97,11,91,54,17,5,76.47,0
CUST001908,,Male,Tier 2,Silver,3162.47,7,451.78,21,13,8,242.51,0
CUST000231,24,Female,Tier 1,Silver,547.79,6,91.3,36,12,3,14.52,0
CUST002649,42,Male,Tier 3,Gold,7739.09,14,552.79,30,21,10,510.21,1
CUST001011,34,Male,Tier 1,Silver,178.25,5,35.65,35,9,5,11.54,0
CUST002499,48,Female,Tier 1,Gold,1510.45,18,83.91,19,27,8,85.59,0
CUST004869,53,Female,Tier 3,Gold,11773.42,24,490.56,,37,9,1202.55,1
CUST004881,61,Male,Tier 1,Platinum,9635.71,29,332.27,13,41,12,1440.99,1
CUST001836,44,Female,Tier 1,Platinum,6952.76,7,993.25,31,20,5,872.52,1
CUST002999,44,Male,Tier 1,Gold,4983.71,14,355.98,,21,11,524.54,1
CUST004754,47,Female,Tier 3,Platinum,4265.62,25,170.62,16,36,11,568.41,1
CUST000806,26,Male,Tier 3,Platinum,599.54,13,46.12,44,15,5,61.6,0
CUST002556,46,Female,Tier 3,Gold,2324.74,12,193.73,26,17,8,164.65,0
CUST001116,29,Male,Tier 3,Silver,1535,10,153.5,48,18,6,53.99,0
CUST000627,23,Female,Tier 2,Gold,202.58,4,50.64,58,11,1,14.96,0
CUST002146,53,Male,Tier 1,Platinum,4572.59,14,326.61,18,26,8,591.4,1
CUST001615,27,Female,Tier 2,Gold,401.17,7,57.31,48,10,5,37.96,0
CUST003250,30,Female,Tier 1,Gold,1807.54,8,225.94,30,19,9,172.78,0
CUST004688,42,Female,Tier 1,Gold,9448.46,18,524.91,14,33,11,788.39,1
CUST004111,63,Male,Tier 1,Silver,3831.26,18,212.85,16,31,7,149.06,1
CUST000829,25,Female,Tier 2,Gold,549.91,9,61.1,45,13,3,54.16,0
CUST004579,46,Female,Tier 2,Gold,6642.72,26,255.49,24,41,11,585.77,1
CUST001345,32,Female,Tier 3,Silver,661.66,8,82.71,57,13,1,49.49,0
CUST000912,29,Female,Tier 1,Gold,1217.65,8,152.21,36,11,3,105.83,0
CUST004344,62,Male,Tier 1,Silver,3756.49,23,163.33,15,33,15,273.56,1
CUST001198,30,Female,Tier 2,Gold,1073.61,4,268.4,,10,5,55.5,0
CUST000692,33,Other,Tier 2,Gold,1346.27,8,168.28,48,13,4,136.1,0
CUST001624,24,Male,Tier 3,Platinum,1110.92,4,277.73,34,7,6,115.34,0
CUST003498,41,Other,Tier 1,Platinum,3127.43,23,135.98,20,34,7,267.85,1
CUST000890,33,Female,Tier 2,Silver,1442.41,15,96.16,44,17,2,67.85,0
CUST000150,29,Female,Tier 2,Silver,105.3,6,17.55,46,15,1,4.11,0
CUST000777,24,,Tier 1,Silver,380.12,3,126.71,59,5,4,17.67,0
CUST001293,27,Female,Tier 2,Silver,470.94,9,52.33,50,13,3,12.93,0
CUST003011,,Female,Tier 1,Silver,3797.75,8,474.72,27,14,9,292.19,0
CUST000013,29,Female,Tier 1,Silver,505.05,13,38.85,44,18,5,27.69,0
CUST001232,21,Male,Tier 1,Gold,215.93,11,19.63,42,17,2,25.3,0
CUST004055,41,Female,Tier 1,Gold,12084.61,28,431.59,12,47,14,1040.7,1
CUST003162,45,Male,Tier 1,Platinum,3361.51,15,224.1,21,22,8,441.25,1
CUST001174,,Female,Tier 3,Gold,825.15,10,82.52,40,16,4,45.55,0
CUST004692,54,Male,Tier 2,Platinum,9995.58,18,555.31,21,29,11,1439.06,1
CUST000498,,,Tier 3,Gold,1135.54,7,162.22,45,17,4,93.2,0
CUST003051,31,,Tier 3,Gold,2466.98,14,176.21,19,24,7,220.17,0
CUST003400,38,Female,Tier 1,Gold,2499.96,26,96.15,17,32,5,295.41,0
CUST003969,72,Male,Tier 2,Platinum,6848.96,16,428.06,18,33,4,742.04,1
CUST004616,48,Female,Tier 1,Platinum,4943.85,25,197.75,11,39,10,712.59,1
CUST001502,25,Female,Tier 2,Silver,1487.56,8,185.94,51,12,5,108.37,0
CUST004341,61,Female,Tier 1,Gold,8663.48,32,270.73,20,45,7,754.97,1
CUST002728,52,Male,Tier 1,Gold,4735.49,24,197.31,28,34,8,533.28,1
CUST002006,43,Female,Tier 1,Gold,1359.25,11,123.57,29,,4,76.72,0
CUST004270,61,Male,Tier 1,Platinum,1826.38,24,76.1,12,36,10,247.84,0
CUST003394,41,Male,Tier 3,Gold,2734.76,16,170.92,19,24,10,158.19,0
CUST002324,55,Female,Tier 1,Platinum,1981.29,7,283.04,19,15,8,290.44,0
CUST001472,24,Female,Tier 2,Gold,861.11,14,61.51,53,20,2,64.3,0
CUST000712,27,Male,Tier 3,Gold,756.92,10,75.69,,15,4,74.67,0
CUST004346,52,Female,Tier 1,Gold,10869.49,22,494.07,15,29,8,953.54,1
CUST004002,51,Male,Tier 1,Silver,12669.96,29,436.9,14,44,9,1000.94,1
CUST001698,24,Male,Tier 1,Silver,1027.52,8,128.44,39,12,4,51.76,0
CUST003954,57,Male,Tier 3,Platinum,6670.08,33,202.12,12,46,11,642.01,1
